date,zone_id,zone_name,mobility_risk_score
2021-03-27,14,Wari & Jatrabari,35.85
2021-03-27,15,Bashundhara R/A (NSU),56.16
2021-03-28,1,Uttara,33.05
2021-03-28,2,Mirpur,39.09
2021-03-28,3,Gulshan & Banani,37.3
2021-03-28,4,Agargaon & Kafrul,31.31
2021-03-28,5,Farmgate & Karwan Bazar,50.32
2021-03-28,6,Diabari & Ashkona,14.91
2021-03-28,7,Uttarkhan & Faidabad,14.59
2021-03-28,8,Dakshinkhan & Dumni,13.71
2021-03-28,9,Vatara & Kuril,31.24
2021-03-28,10,Badda & Aftabnagar,25.9
2021-03-28,11,Ramna & Motijheel,48.2
2021-03-28,12,Khilgaon & Mugda,38.95
2021-03-28,13,Dhanmondi & Azimpur,41.28
2021-03-28,14,Wari & Jatrabari,42.4
2021-03-28,15,Bashundhara R/A (NSU),54.06
2021-03-29,1,Uttara,33.29
2021-03-29,2,Mirpur,50.16
2021-03-29,3,Gulshan & Banani,33.73
2021-03-29,4,Agargaon & Kafrul,31.01
2021-03-29,5,Farmgate & Karwan Bazar,38.31
2021-03-29,6,Diabari & Ashkona,15.76
2021-03-29,7,Uttarkhan & Faidabad,21.76
2021-03-29,8,Dakshinkhan & Dumni,16.04
2021-03-29,9,Vatara & Kuril,16.91
2021-03-29,10,Badda & Aftabnagar,33.19
2021-03-29,11,Ramna & Motijheel,38.5
2021-03-29,12,Khilgaon & Mugda,40.88
2021-03-29,13,Dhanmondi & Azimpur,45.49
2021-03-29,14,Wari & Jatrabari,46.04
2021-03-29,15,Bashundhara R/A (NSU),56.05
2021-03-30,1,Uttara,42.2
2021-03-30,2,Mirpur,46.99
2021-03-30,3,Gulshan & Banani,44.15
2021-03-30,4,Agargaon & Kafrul,28.77
2021-03-30,5,Farmgate & Karwan Bazar,47.15
2021-03-30,6,Diabari & Ashkona,21.95
2021-03-30,7,Uttarkhan & Faidabad,19.4
2021-03-30,8,Dakshinkhan & Dumni,19.76
2021-03-30,9,Vatara & Kuril,41.62
2021-03-30,10,Badda & Aftabnagar,34.73
2021-03-30,11,Ramna & Motijheel,56.88
2021-03-30,12,Khilgaon & Mugda,48.03
2021-03-30,13,Dhanmondi & Azimpur,45.77
2021-03-30,14,Wari & Jatrabari,57.2
2021-03-30,15,Bashundhara R/A (NSU),65.63
2021-03-31,1,Uttara,34.36
2021-03-31,2,Mirpur,42.56
2021-03-31,3,Gulshan & Banani,26.33
2021-03-31,4,Agargaon & Kafrul,32.53
2021-03-31,5,Farmgate & Karwan Bazar,40.66
2021-03-31,6,Diabari & Ashkona,15.56
2021-03-31,7,Uttarkhan & Faidabad,13.74
2021-03-31,8,Dakshinkhan & Dumni,16.09
2021-03-31,9,Vatara & Kuril,27.53
2021-03-31,10,Badda & Aftabnagar,32.84
2021-03-31,11,Ramna & Motijheel,46.77
2021-03-31,12,Khilgaon & Mugda,41.55
2021-03-31,13,Dhanmondi & Azimpur,41.43
2021-03-31,14,Wari & Jatrabari,46.99
2021-03-31,15,Bashundhara R/A (NSU),52.83
2021-04-01,1,Uttara,27.74
2021-04-01,2,Mirpur,40.33
2021-04-01,3,Gulshan & Banani,35.95
2021-04-01,4,Agargaon & Kafrul,28.81
2021-04-01,5,Farmgate & Karwan Bazar,47.88
2021-04-01,6,Diabari & Ashkona,18.7
2021-04-01,7,Uttarkhan & Faidabad,9.11
2021-04-01,8,Dakshinkhan & Dumni,17.25
2021-04-01,9,Vatara & Kuril,26.43
2021-04-01,10,Badda & Aftabnagar,26.4
2021-04-01,11,Ramna & Motijheel,41.59
2021-04-01,12,Khilgaon & Mugda,40.6
2021-04-01,13,Dhanmondi & Azimpur,38.74
2021-04-01,14,Wari & Jatrabari,45.41
2021-04-01,15,Bashundhara R/A (NSU),53.44
2021-04-02,1,Uttara,25.54
2021-04-02,2,Mirpur,43.9
2021-04-02,3,Gulshan & Banani,28.65
2021-04-02,4,Agargaon & Kafrul,31.05
2021-04-02,5,Farmgate & Karwan Bazar,41.71
2021-04-02,6,Diabari & Ashkona,19.21
2021-04-02,7,Uttarkhan & Faidabad,17.74
2021-04-02,8,Dakshinkhan & Dumni,12.62
2021-04-02,9,Vatara & Kuril,27.14
2021-04-02,10,Badda & Aftabnagar,23.99
2021-04-02,11,Ramna & Motijheel,42.66
2021-04-02,12,Khilgaon & Mugda,31.08
2021-04-02,13,Dhanmondi & Azimpur,29.73
2021-04-02,14,Wari & Jatrabari,41.88
2021-04-02,15,Bashundhara R/A (NSU),49.56
2021-04-03,1,Uttara,34.3
2021-04-03,2,Mirpur,43.74
2021-04-03,3,Gulshan & Banani,26.04
2021-04-03,4,Agargaon & Kafrul,20.54
2021-04-03,5,Farmgate & Karwan Bazar,38.75
2021-04-03,6,Diabari & Ashkona,17.56
2021-04-03,7,Uttarkhan & Faidabad,10.4
2021-04-03,8,Dakshinkhan & Dumni,18.9
2021-04-03,9,Vatara & Kuril,25.97
2021-04-03,10,Badda & Aftabnagar,25.01
2021-04-03,11,Ramna & Motijheel,35.85
2021-04-03,12,Khilgaon & Mugda,29.53
2021-04-03,13,Dhanmondi & Azimpur,31.66
2021-04-03,14,Wari & Jatrabari,36.88
2021-04-03,15,Bashundhara R/A (NSU),47.12
2021-04-04,1,Uttara,29.96
2021-04-04,2,Mirpur,35.59
2021-04-04,3,Gulshan & Banani,24.17
2021-04-04,4,Agargaon & Kafrul,19.59
2021-04-04,5,Farmgate & Karwan Bazar,40.12
2021-04-04,6,Diabari & Ashkona,19.56
2021-04-04,7,Uttarkhan & Faidabad,10.78
2021-04-04,8,Dakshinkhan & Dumni,14.79
2021-04-04,9,Vatara & Kuril,28.73
2021-04-04,10,Badda & Aftabnagar,25.37
2021-04-04,11,Ramna & Motijheel,42.52
2021-04-04,12,Khilgaon & Mugda,30.08
2021-04-04,13,Dhanmondi & Azimpur,33.89
2021-04-04,14,Wari & Jatrabari,41.2
2021-04-04,15,Bashundhara R/A (NSU),49.74
2021-04-05,1,Uttara,34.97
2021-04-05,2,Mirpur,41.26
2021-04-05,3,Gulshan & Banani,42.95
2021-04-05,4,Agargaon & Kafrul,30.36
2021-04-05,5,Farmgate & Karwan Bazar,38.75
2021-04-05,6,Diabari & Ashkona,21.51
2021-04-05,7,Uttarkhan & Faidabad,16.29
2021-04-05,8,Dakshinkhan & Dumni,20.28
2021-04-05,9,Vatara & Kuril,28.78
2021-04-05,10,Badda & Aftabnagar,31.54
2021-04-05,11,Ramna & Motijheel,57.51
2021-04-05,12,Khilgaon & Mugda,45.69
2021-04-05,13,Dhanmondi & Azimpur,48.31
2021-04-05,14,Wari & Jatrabari,57.22
2021-04-05,15,Bashundhara R/A (NSU),64.81
2021-04-06,1,Uttara,42.04
2021-04-06,2,Mirpur,45.51
2021-04-06,3,Gulshan & Banani,34.05
2021-04-06,4,Agargaon & Kafrul,31.81
2021-04-06,5,Farmgate & Karwan Bazar,49.72
2021-04-06,6,Diabari & Ashkona,16.9
2021-04-06,7,Uttarkhan & Faidabad,20.21
2021-04-06,8,Dakshinkhan & Dumni,16.41
2021-04-06,9,Vatara & Kuril,29.56
2021-04-06,10,Badda & Aftabnagar,31.26
2021-04-06,11,Ramna & Motijheel,44.24
2021-04-06,12,Khilgaon & Mugda,33.07
2021-04-06,13,Dhanmondi & Azimpur,44.22
2021-04-06,14,Wari & Jatrabari,51.29
2021-04-06,15,Bashundhara R/A (NSU),63.27
2021-04-07,1,Uttara,35.85
2021-04-07,2,Mirpur,38.96
2021-04-07,3,Gulshan & Banani,42.53
2021-04-07,4,Agargaon & Kafrul,35.36
2021-04-07,5,Farmgate & Karwan Bazar,47.49
2021-04-07,6,Diabari & Ashkona,22.72
2021-04-07,7,Uttarkhan & Faidabad,18.06
2021-04-07,8,Dakshinkhan & Dumni,20.62
2021-04-07,9,Vatara & Kuril,33.46
2021-04-07,10,Badda & Aftabnagar,32.15
2021-04-07,11,Ramna & Motijheel,45.15
2021-04-07,12,Khilgaon & Mugda,40.6
2021-04-07,13,Dhanmondi & Azimpur,35.48
2021-04-07,14,Wari & Jatrabari,47.05
2021-04-07,15,Bashundhara R/A (NSU),60.85
2021-04-08,1,Uttara,38.3
2021-04-08,2,Mirpur,49.5
2021-04-08,3,Gulshan & Banani,31.85
2021-04-08,4,Agargaon & Kafrul,30.46
2021-04-08,5,Farmgate & Karwan Bazar,41.37
2021-04-08,6,Diabari & Ashkona,17.12
2021-04-08,7,Uttarkhan & Faidabad,15.15
2021-04-08,8,Dakshinkhan & Dumni,16.13
2021-04-08,9,Vatara & Kuril,33.26
2021-04-08,10,Badda & Aftabnagar,29.24
2021-04-08,11,Ramna & Motijheel,49.47
2021-04-08,12,Khilgaon & Mugda,38.98
2021-04-08,13,Dhanmondi & Azimpur,38.57
2021-04-08,14,Wari & Jatrabari,48.05
2021-04-08,15,Bashundhara R/A (NSU),61.71
2021-04-09,1,Uttara,30.74
2021-04-09,2,Mirpur,36.54
2021-04-09,3,Gulshan & Banani,22.63
2021-04-09,4,Agargaon & Kafrul,24.04
2021-04-09,5,Farmgate & Karwan Bazar,44.08
2021-04-09,6,Diabari & Ashkona,18.93
2021-04-09,7,Uttarkhan & Faidabad,14.62
2021-04-09,8,Dakshinkhan & Dumni,15.67
2021-04-09,9,Vatara & Kuril,29.94
2021-04-09,10,Badda & Aftabnagar,26.34
2021-04-09,11,Ramna & Motijheel,48.02
2021-04-09,12,Khilgaon & Mugda,38.35
2021-04-09,13,Dhanmondi & Azimpur,43.88
2021-04-09,14,Wari & Jatrabari,35.38
2021-04-09,15,Bashundhara R/A (NSU),59.08
2021-04-10,1,Uttara,36.22
2021-04-10,2,Mirpur,32.44
2021-04-10,3,Gulshan & Banani,23.67
2021-04-10,4,Agargaon & Kafrul,20.03
2021-04-10,5,Farmgate & Karwan Bazar,30.26
2021-04-10,6,Diabari & Ashkona,19.78
2021-04-10,7,Uttarkhan & Faidabad,11.65
2021-04-10,8,Dakshinkhan & Dumni,11.9
2021-04-10,9,Vatara & Kuril,23.56
2021-04-10,10,Badda & Aftabnagar,19.25
2021-04-10,11,Ramna & Motijheel,30.94
2021-04-10,12,Khilgaon & Mugda,32.2
2021-04-10,13,Dhanmondi & Azimpur,33.5
2021-04-10,14,Wari & Jatrabari,32.59
2021-04-10,15,Bashundhara R/A (NSU),58.51
2021-04-11,1,Uttara,33.24
2021-04-11,2,Mirpur,32.56
2021-04-11,3,Gulshan & Banani,32.2
2021-04-11,4,Agargaon & Kafrul,26.31
2021-04-11,5,Farmgate & Karwan Bazar,40.02
2021-04-11,6,Diabari & Ashkona,15.96
2021-04-11,7,Uttarkhan & Faidabad,12.62
2021-04-11,8,Dakshinkhan & Dumni,10.8
2021-04-11,9,Vatara & Kuril,21.12
2021-04-11,10,Badda & Aftabnagar,24.9
2021-04-11,11,Ramna & Motijheel,35.44
2021-04-11,12,Khilgaon & Mugda,23.14
2021-04-11,13,Dhanmondi & Azimpur,29.24
2021-04-11,14,Wari & Jatrabari,28.69
2021-04-11,15,Bashundhara R/A (NSU),47.46
2021-04-12,1,Uttara,25.04
2021-04-12,2,Mirpur,24.21
2021-04-12,3,Gulshan & Banani,24.66
2021-04-12,4,Agargaon & Kafrul,17.62
2021-04-12,5,Farmgate & Karwan Bazar,33.03
2021-04-12,6,Diabari & Ashkona,10.44
2021-04-12,7,Uttarkhan & Faidabad,11.91
2021-04-12,8,Dakshinkhan & Dumni,14.43
2021-04-12,9,Vatara & Kuril,21.68
2021-04-12,10,Badda & Aftabnagar,22.16
2021-04-12,11,Ramna & Motijheel,36.19
2021-04-12,12,Khilgaon & Mugda,23.5
2021-04-12,13,Dhanmondi & Azimpur,31.5
2021-04-12,14,Wari & Jatrabari,30.51
2021-04-12,15,Bashundhara R/A (NSU),55.53
2021-04-13,1,Uttara,26.38
2021-04-13,2,Mirpur,22.3
2021-04-13,3,Gulshan & Banani,19.75
2021-04-13,4,Agargaon & Kafrul,24.22
2021-04-13,5,Farmgate & Karwan Bazar,26.28
2021-04-13,6,Diabari & Ashkona,10.31
2021-04-13,7,Uttarkhan & Faidabad,12.8
2021-04-13,8,Dakshinkhan & Dumni,10.16
2021-04-13,9,Vatara & Kuril,21.59
2021-04-13,10,Badda & Aftabnagar,25.5
2021-04-13,11,Ramna & Motijheel,29.8
2021-04-13,12,Khilgaon & Mugda,19.12
2021-04-13,13,Dhanmondi & Azimpur,29.22
2021-04-13,14,Wari & Jatrabari,24.92
2021-04-13,15,Bashundhara R/A (NSU),39.53
2021-04-14,1,Uttara,52.26
2021-04-14,2,Mirpur,65.32
2021-04-14,3,Gulshan & Banani,52.03
2021-04-14,4,Agargaon & Kafrul,40.39
2021-04-14,5,Farmgate & Karwan Bazar,65.43
2021-04-14,6,Diabari & Ashkona,30.46
2021-04-14,7,Uttarkhan & Faidabad,25.26
2021-04-14,8,Dakshinkhan & Dumni,22.43
2021-04-14,9,Vatara & Kuril,50.89
2021-04-14,10,Badda & Aftabnagar,40.68
2021-04-14,11,Ramna & Motijheel,56.22
2021-04-14,12,Khilgaon & Mugda,53.19
2021-04-14,13,Dhanmondi & Azimpur,56.14
2021-04-14,14,Wari & Jatrabari,70.46
2021-04-14,15,Bashundhara R/A (NSU),92.56
2021-04-15,1,Uttara,50.87
2021-04-15,2,Mirpur,52.14
2021-04-15,3,Gulshan & Banani,49.34
2021-04-15,4,Agargaon & Kafrul,43.63
2021-04-15,5,Farmgate & Karwan Bazar,59.52
2021-04-15,6,Diabari & Ashkona,24.62
2021-04-15,7,Uttarkhan & Faidabad,22.27
2021-04-15,8,Dakshinkhan & Dumni,21.03
2021-04-15,9,Vatara & Kuril,34.91
2021-04-15,10,Badda & Aftabnagar,34.14
2021-04-15,11,Ramna & Motijheel,66.87
2021-04-15,12,Khilgaon & Mugda,50.27
2021-04-15,13,Dhanmondi & Azimpur,55.76
2021-04-15,14,Wari & Jatrabari,55.89
2021-04-15,15,Bashundhara R/A (NSU),79.61
2021-04-16,1,Uttara,39.85
2021-04-16,2,Mirpur,46.87
2021-04-16,3,Gulshan & Banani,49.04
2021-04-16,4,Agargaon & Kafrul,38.03
2021-04-16,5,Farmgate & Karwan Bazar,62.87
2021-04-16,6,Diabari & Ashkona,23.7
2021-04-16,7,Uttarkhan & Faidabad,18.81
2021-04-16,8,Dakshinkhan & Dumni,22.98
2021-04-16,9,Vatara & Kuril,38.67
2021-04-16,10,Badda & Aftabnagar,40.09
2021-04-16,11,Ramna & Motijheel,68.3
2021-04-16,12,Khilgaon & Mugda,42.55
2021-04-16,13,Dhanmondi & Azimpur,48.59
2021-04-16,14,Wari & Jatrabari,50.23
2021-04-16,15,Bashundhara R/A (NSU),74.25
2021-04-17,1,Uttara,45.52
2021-04-17,2,Mirpur,53.86
2021-04-17,3,Gulshan & Banani,50.41
2021-04-17,4,Agargaon & Kafrul,35.08
2021-04-17,5,Farmgate & Karwan Bazar,50.08
2021-04-17,6,Diabari & Ashkona,25.34
2021-04-17,7,Uttarkhan & Faidabad,21.52
2021-04-17,8,Dakshinkhan & Dumni,19.61
2021-04-17,9,Vatara & Kuril,34.67
2021-04-17,10,Badda & Aftabnagar,39.04
2021-04-17,11,Ramna & Motijheel,60.42
2021-04-17,12,Khilgaon & Mugda,54.29
2021-04-17,13,Dhanmondi & Azimpur,53.17
2021-04-17,14,Wari & Jatrabari,65.18
2021-04-17,15,Bashundhara R/A (NSU),74.51
2021-04-18,1,Uttara,45.97
2021-04-18,2,Mirpur,55.74
2021-04-18,3,Gulshan & Banani,41.36
2021-04-18,4,Agargaon & Kafrul,33.02
2021-04-18,5,Farmgate & Karwan Bazar,50.63
2021-04-18,6,Diabari & Ashkona,24.73
2021-04-18,7,Uttarkhan & Faidabad,19.05
2021-04-18,8,Dakshinkhan & Dumni,20.47
2021-04-18,9,Vatara & Kuril,32.77
2021-04-18,10,Badda & Aftabnagar,33.54
2021-04-18,11,Ramna & Motijheel,52.87
2021-04-18,12,Khilgaon & Mugda,40.72
2021-04-18,13,Dhanmondi & Azimpur,49.68
2021-04-18,14,Wari & Jatrabari,50.86
2021-04-18,15,Bashundhara R/A (NSU),75.49
2021-04-19,1,Uttara,36.59
2021-04-19,2,Mirpur,54.24
2021-04-19,3,Gulshan & Banani,37.53
2021-04-19,4,Agargaon & Kafrul,34.06
2021-04-19,5,Farmgate & Karwan Bazar,61.2
2021-04-19,6,Diabari & Ashkona,23.95
2021-04-19,7,Uttarkhan & Faidabad,16.8
2021-04-19,8,Dakshinkhan & Dumni,21.04
2021-04-19,9,Vatara & Kuril,42.38
2021-04-19,10,Badda & Aftabnagar,32.15
2021-04-19,11,Ramna & Motijheel,56.43
2021-04-19,12,Khilgaon & Mugda,53.31
2021-04-19,13,Dhanmondi & Azimpur,51.67
2021-04-19,14,Wari & Jatrabari,54.84
2021-04-19,15,Bashundhara R/A (NSU),78.53
2021-04-20,1,Uttara,37.53
2021-04-20,2,Mirpur,54.15
2021-04-20,3,Gulshan & Banani,40.48
2021-04-20,4,Agargaon & Kafrul,35.84
2021-04-20,5,Farmgate & Karwan Bazar,50.73
2021-04-20,6,Diabari & Ashkona,22.15
2021-04-20,7,Uttarkhan & Faidabad,17.99
2021-04-20,8,Dakshinkhan & Dumni,15.68
2021-04-20,9,Vatara & Kuril,39.91
2021-04-20,10,Badda & Aftabnagar,41.92
2021-04-20,11,Ramna & Motijheel,67.41
2021-04-20,12,Khilgaon & Mugda,51.34
2021-04-20,13,Dhanmondi & Azimpur,44.79
2021-04-20,14,Wari & Jatrabari,55.02
2021-04-20,15,Bashundhara R/A (NSU),77.02
2021-04-21,1,Uttara,34.79
2021-04-21,2,Mirpur,46.58
2021-04-21,3,Gulshan & Banani,43.78
2021-04-21,4,Agargaon & Kafrul,34.82
2021-04-21,5,Farmgate & Karwan Bazar,59.31
2021-04-21,6,Diabari & Ashkona,22.02
2021-04-21,7,Uttarkhan & Faidabad,19.33
2021-04-21,8,Dakshinkhan & Dumni,16.92
2021-04-21,9,Vatara & Kuril,39.81
2021-04-21,10,Badda & Aftabnagar,41.71
2021-04-21,11,Ramna & Motijheel,63.05
2021-04-21,12,Khilgaon & Mugda,50.34
2021-04-21,13,Dhanmondi & Azimpur,44.81
2021-04-21,14,Wari & Jatrabari,46.63
2021-04-21,15,Bashundhara R/A (NSU),71.8
2021-04-22,1,Uttara,39.48
2021-04-22,2,Mirpur,41.74
2021-04-22,3,Gulshan & Banani,36.66
2021-04-22,4,Agargaon & Kafrul,31.2
2021-04-22,5,Farmgate & Karwan Bazar,61.62
2021-04-22,6,Diabari & Ashkona,24.14
2021-04-22,7,Uttarkhan & Faidabad,20.7
2021-04-22,8,Dakshinkhan & Dumni,20.7
2021-04-22,9,Vatara & Kuril,40.08
2021-04-22,10,Badda & Aftabnagar,26.72
2021-04-22,11,Ramna & Motijheel,59.37
2021-04-22,12,Khilgaon & Mugda,41.44
2021-04-22,13,Dhanmondi & Azimpur,50.96
2021-04-22,14,Wari & Jatrabari,57.64
2021-04-22,15,Bashundhara R/A (NSU),69.1
2021-04-23,1,Uttara,41.11
2021-04-23,2,Mirpur,52.64
2021-04-23,3,Gulshan & Banani,34.72
2021-04-23,4,Agargaon & Kafrul,31.16
2021-04-23,5,Farmgate & Karwan Bazar,47.54
2021-04-23,6,Diabari & Ashkona,22.4
2021-04-23,7,Uttarkhan & Faidabad,17.12
2021-04-23,8,Dakshinkhan & Dumni,17.11
2021-04-23,9,Vatara & Kuril,33.49
2021-04-23,10,Badda & Aftabnagar,32.19
2021-04-23,11,Ramna & Motijheel,55.14
2021-04-23,12,Khilgaon & Mugda,44.0
2021-04-23,13,Dhanmondi & Azimpur,44.16
2021-04-23,14,Wari & Jatrabari,51.88
2021-04-23,15,Bashundhara R/A (NSU),66.26
2021-04-24,1,Uttara,44.26
2021-04-24,2,Mirpur,44.93
2021-04-24,3,Gulshan & Banani,41.01
2021-04-24,4,Agargaon & Kafrul,32.35
2021-04-24,5,Farmgate & Karwan Bazar,54.05
2021-04-24,6,Diabari & Ashkona,20.59
2021-04-24,7,Uttarkhan & Faidabad,14.75
2021-04-24,8,Dakshinkhan & Dumni,21.8
2021-04-24,9,Vatara & Kuril,34.02
2021-04-24,10,Badda & Aftabnagar,39.98
2021-04-24,11,Ramna & Motijheel,50.13
2021-04-24,12,Khilgaon & Mugda,37.17
2021-04-24,13,Dhanmondi & Azimpur,46.28
2021-04-24,14,Wari & Jatrabari,57.49
2021-04-24,15,Bashundhara R/A (NSU),69.76
2021-04-25,1,Uttara,36.0
2021-04-25,2,Mirpur,41.24
2021-04-25,3,Gulshan & Banani,35.73
2021-04-25,4,Agargaon & Kafrul,21.86
2021-04-25,5,Farmgate & Karwan Bazar,39.44
2021-04-25,6,Diabari & Ashkona,22.18
2021-04-25,7,Uttarkhan & Faidabad,16.4
2021-04-25,8,Dakshinkhan & Dumni,19.96
2021-04-25,9,Vatara & Kuril,40.18
2021-04-25,10,Badda & Aftabnagar,29.58
2021-04-25,11,Ramna & Motijheel,47.9
2021-04-25,12,Khilgaon & Mugda,43.26
2021-04-25,13,Dhanmondi & Azimpur,39.71
2021-04-25,14,Wari & Jatrabari,40.77
2021-04-25,15,Bashundhara R/A (NSU),63.9
2021-04-26,1,Uttara,41.61
2021-04-26,2,Mirpur,48.55
2021-04-26,3,Gulshan & Banani,36.28
2021-04-26,4,Agargaon & Kafrul,31.06
2021-04-26,5,Farmgate & Karwan Bazar,50.17
2021-04-26,6,Diabari & Ashkona,19.24
2021-04-26,7,Uttarkhan & Faidabad,16.62
2021-04-26,8,Dakshinkhan & Dumni,19.43
2021-04-26,9,Vatara & Kuril,31.82
2021-04-26,10,Badda & Aftabnagar,29.68
2021-04-26,11,Ramna & Motijheel,48.82
2021-04-26,12,Khilgaon & Mugda,39.02
2021-04-26,13,Dhanmondi & Azimpur,45.33
2021-04-26,14,Wari & Jatrabari,45.28
2021-04-26,15,Bashundhara R/A (NSU),61.59
2021-04-27,1,Uttara,30.74
2021-04-27,2,Mirpur,44.66
2021-04-27,3,Gulshan & Banani,32.35
2021-04-27,4,Agargaon & Kafrul,25.74
2021-04-27,5,Farmgate & Karwan Bazar,46.65
2021-04-27,6,Diabari & Ashkona,17.25
2021-04-27,7,Uttarkhan & Faidabad,16.65
2021-04-27,8,Dakshinkhan & Dumni,22.01
2021-04-27,9,Vatara & Kuril,34.94
2021-04-27,10,Badda & Aftabnagar,30.1
2021-04-27,11,Ramna & Motijheel,51.78
2021-04-27,12,Khilgaon & Mugda,37.12
2021-04-27,13,Dhanmondi & Azimpur,38.15
2021-04-27,14,Wari & Jatrabari,44.49
2021-04-27,15,Bashundhara R/A (NSU),65.29
2021-04-28,1,Uttara,29.52
2021-04-28,2,Mirpur,44.11
2021-04-28,3,Gulshan & Banani,34.64
2021-04-28,4,Agargaon & Kafrul,25.06
2021-04-28,5,Farmgate & Karwan Bazar,48.04
2021-04-28,6,Diabari & Ashkona,17.44
2021-04-28,7,Uttarkhan & Faidabad,18.45
2021-04-28,8,Dakshinkhan & Dumni,17.21
2021-04-28,9,Vatara & Kuril,32.31
2021-04-28,10,Badda & Aftabnagar,27.09
2021-04-28,11,Ramna & Motijheel,56.93
2021-04-28,12,Khilgaon & Mugda,33.36
2021-04-28,13,Dhanmondi & Azimpur,40.17
2021-04-28,14,Wari & Jatrabari,45.61
2021-04-28,15,Bashundhara R/A (NSU),72.12
2021-04-29,1,Uttara,33.78
2021-04-29,2,Mirpur,49.94
2021-04-29,3,Gulshan & Banani,29.89
2021-04-29,4,Agargaon & Kafrul,21.92
2021-04-29,5,Farmgate & Karwan Bazar,39.8
2021-04-29,6,Diabari & Ashkona,16.08
2021-04-29,7,Uttarkhan & Faidabad,18.0
2021-04-29,8,Dakshinkhan & Dumni,18.3
2021-04-29,9,Vatara & Kuril,24.43
2021-04-29,10,Badda & Aftabnagar,23.7
2021-04-29,11,Ramna & Motijheel,52.58
2021-04-29,12,Khilgaon & Mugda,25.98
2021-04-29,13,Dhanmondi & Azimpur,42.51
2021-04-29,14,Wari & Jatrabari,34.12
2021-04-29,15,Bashundhara R/A (NSU),59.88
2021-04-30,1,Uttara,32.23
2021-04-30,2,Mirpur,33.5
2021-04-30,3,Gulshan & Banani,34.72
2021-04-30,4,Agargaon & Kafrul,18.93
2021-04-30,5,Farmgate & Karwan Bazar,29.93
2021-04-30,6,Diabari & Ashkona,16.18
2021-04-30,7,Uttarkhan & Faidabad,12.54
2021-04-30,8,Dakshinkhan & Dumni,13.7
2021-04-30,9,Vatara & Kuril,20.89
2021-04-30,10,Badda & Aftabnagar,30.59
2021-04-30,11,Ramna & Motijheel,34.1
2021-04-30,12,Khilgaon & Mugda,28.88
2021-04-30,13,Dhanmondi & Azimpur,40.54
2021-04-30,14,Wari & Jatrabari,38.54
2021-04-30,15,Bashundhara R/A (NSU),54.9
2021-05-01,1,Uttara,34.41
2021-05-01,2,Mirpur,45.05
2021-05-01,3,Gulshan & Banani,39.3
2021-05-01,4,Agargaon & Kafrul,23.54
2021-05-01,5,Farmgate & Karwan Bazar,46.87
2021-05-01,6,Diabari & Ashkona,21.9
2021-05-01,7,Uttarkhan & Faidabad,14.16
2021-05-01,8,Dakshinkhan & Dumni,23.08
2021-05-01,9,Vatara & Kuril,29.38
2021-05-01,10,Badda & Aftabnagar,23.71
2021-05-01,11,Ramna & Motijheel,48.45
2021-05-01,12,Khilgaon & Mugda,42.76
2021-05-01,13,Dhanmondi & Azimpur,37.27
2021-05-01,14,Wari & Jatrabari,35.01
2021-05-01,15,Bashundhara R/A (NSU),64.53
2021-05-02,1,Uttara,23.59
2021-05-02,2,Mirpur,36.58
2021-05-02,3,Gulshan & Banani,22.35
2021-05-02,4,Agargaon & Kafrul,22.68
2021-05-02,5,Farmgate & Karwan Bazar,27.64
2021-05-02,6,Diabari & Ashkona,14.81
2021-05-02,7,Uttarkhan & Faidabad,11.39
2021-05-02,8,Dakshinkhan & Dumni,20.09
2021-05-02,9,Vatara & Kuril,31.69
2021-05-02,10,Badda & Aftabnagar,27.72
2021-05-02,11,Ramna & Motijheel,45.87
2021-05-02,12,Khilgaon & Mugda,31.67
2021-05-02,13,Dhanmondi & Azimpur,44.01
2021-05-02,14,Wari & Jatrabari,39.82
2021-05-02,15,Bashundhara R/A (NSU),54.36
2021-05-03,1,Uttara,30.4
2021-05-03,2,Mirpur,37.39
2021-05-03,3,Gulshan & Banani,26.35
2021-05-03,4,Agargaon & Kafrul,31.9
2021-05-03,5,Farmgate & Karwan Bazar,37.09
2021-05-03,6,Diabari & Ashkona,17.24
2021-05-03,7,Uttarkhan & Faidabad,15.69
2021-05-03,8,Dakshinkhan & Dumni,15.1
2021-05-03,9,Vatara & Kuril,30.65
2021-05-03,10,Badda & Aftabnagar,29.86
2021-05-03,11,Ramna & Motijheel,45.06
2021-05-03,12,Khilgaon & Mugda,32.6
2021-05-03,13,Dhanmondi & Azimpur,36.46
2021-05-03,14,Wari & Jatrabari,25.99
2021-05-03,15,Bashundhara R/A (NSU),58.47
2021-05-04,1,Uttara,25.57
2021-05-04,2,Mirpur,42.36
2021-05-04,3,Gulshan & Banani,23.19
2021-05-04,4,Agargaon & Kafrul,22.74
2021-05-04,5,Farmgate & Karwan Bazar,43.22
2021-05-04,6,Diabari & Ashkona,14.82
2021-05-04,7,Uttarkhan & Faidabad,17.3
2021-05-04,8,Dakshinkhan & Dumni,15.76
2021-05-04,9,Vatara & Kuril,30.56
2021-05-04,10,Badda & Aftabnagar,21.17
2021-05-04,11,Ramna & Motijheel,37.36
2021-05-04,12,Khilgaon & Mugda,35.65
2021-05-04,13,Dhanmondi & Azimpur,29.67
2021-05-04,14,Wari & Jatrabari,26.74
2021-05-04,15,Bashundhara R/A (NSU),52.65
2021-05-05,1,Uttara,32.46
